#router1, port on router1, router2, port on router 2, failure start, failure end
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041850.0,1336041861.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041866.0,1336041870.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041885.0,1336041891.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041896.0,1336041900.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041905.0,1336041910.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041915.0,1336041925.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041935.0,1336041940.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041945.0,1336041946.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041951.0,1336041951.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041952.0,1336041956.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041957.0,1336041959.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041960.0,1336041966.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041969.0,1336041971.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041972.0,1336041976.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041977.0,1336041979.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041980.0,1336041982.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041983.0,1336041984.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336041986.0,1336041995.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042000.0,1336042005.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042010.0,1336042032.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042037.0,1336042042.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042048.0,1336042053.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042062.0,1336042097.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042102.0,1336042107.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042111.0,1336042112.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042113.0,1336042118.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042119.0,1336042121.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042122.0,1336042124.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042127.0,1336042127.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042132.0,1336042132.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042135.0,1336042135.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042140.0,1336042142.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042143.0,1336042153.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042168.0,1336042179.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042188.0,1336042199.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042204.0,1336042214.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042219.0,1336042224.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042229.0,1336042233.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042238.0,1336042248.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042253.0,1336042258.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042263.0,1336042264.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042270.0,1336042274.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042275.0,1336042277.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042278.0,1336042278.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042280.0,1336042280.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042283.0,1336042285.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042286.0,1336042290.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042291.0,1336042293.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042294.0,1336042296.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042302.0,1336042304.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042338.0,1336042343.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042348.0,1336042393.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042405.0,1336042431.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042432.0,1336042436.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042437.0,1336042438.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042440.0,1336042441.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042442.0,1336042447.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042450.0,1336042452.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042455.0,1336042455.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042456.0,1336042458.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042471.0,1336042473.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042478.0,1336042483.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042488.0,1336042493.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042498.0,1336042503.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042508.0,1336042513.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042518.0,1336042563.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042568.0,1336042573.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042578.0,1336042583.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042586.0,1336042586.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042588.0,1336042589.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042594.0,1336042596.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042597.0,1336042599.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042600.0,1336042602.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042603.0,1336042603.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042608.0,1336042609.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042610.0,1336042612.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042615.0,1336042615.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042618.0,1336042619.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042628.0,1336042633.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042640.0,1336042645.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042650.0,1336042673.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042678.0,1336042688.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042693.0,1336042703.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042708.0,1336042713.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042718.0,1336042723.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042728.0,1336042730.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042738.0,1336042743.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042745.0,1336042749.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042751.0,1336042752.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042754.0,1336042756.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042758.0,1336042760.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042761.0,1336042763.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042764.0,1336042768.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042769.0,1336042771.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042772.0,1336042774.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042775.0,1336042777.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042778.0,1336042778.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042781.0,1336042786.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042791.0,1336042818.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042823.0,1336042836.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042843.0,1336042863.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042868.0,1336042871.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042883.0,1336042908.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042913.0,1336042913.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042916.0,1336042919.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042922.0,1336042924.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042925.0,1336042929.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042931.0,1336042931.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042934.0,1336042934.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336042994.0,1336042996.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043004.0,1336043009.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043016.0,1336043034.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043051.0,1336043063.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043069.0,1336043071.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043074.0,1336043074.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043077.0,1336043079.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043084.0,1336043086.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043087.0,1336043089.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043094.0,1336043094.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043120.0,1336043130.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043135.0,1336043145.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043160.0,1336043170.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043175.0,1336043175.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043180.0,1336043187.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043202.0,1336043205.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043216.0,1336043221.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043222.0,1336043222.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043225.0,1336043228.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043229.0,1336043231.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043232.0,1336043234.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043235.0,1336043239.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043240.0,1336043242.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043243.0,1336043245.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043246.0,1336043248.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043249.0,1336043251.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043262.0,1336043264.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043269.0,1336043277.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043289.0,1336043297.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043302.0,1336043324.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043334.0,1336043347.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043352.0,1336043357.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043362.0,1336043383.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043385.0,1336043386.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043387.0,1336043389.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043392.0,1336043392.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043397.0,1336043397.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043400.0,1336043402.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043403.0,1336043405.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043406.0,1336043407.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043408.0,1336043410.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043411.0,1336043422.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043427.0,1336043442.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043447.0,1336043461.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043466.0,1336043467.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043472.0,1336043476.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043486.0,1336043511.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043516.0,1336043521.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043526.0,1336043531.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043536.0,1336043538.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043539.0,1336043541.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043542.0,1336043542.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043547.0,1336043548.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043550.0,1336043551.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043552.0,1336043552.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043555.0,1336043559.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043560.0,1336043562.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043563.0,1336043565.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043569.0,1336043570.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043572.0,1336043577.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043582.0,1336043612.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043617.0,1336043644.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043649.0,1336043657.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043663.0,1336043667.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043672.0,1336043682.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043687.0,1336043689.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043694.0,1336043696.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043697.0,1336043697.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043700.0,1336043702.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043707.0,1336043709.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043710.0,1336043712.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043717.0,1336043719.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043720.0,1336043722.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043723.0,1336043725.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043726.0,1336043741.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043746.0,1336043766.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043771.0,1336043777.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043783.0,1336043796.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043801.0,1336043806.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043811.0,1336043833.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043838.0,1336043851.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043852.0,1336043854.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043856.0,1336043857.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043863.0,1336043865.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043866.0,1336043867.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043868.0,1336043868.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043871.0,1336043873.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043879.0,1336043880.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043882.0,1336043884.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043887.0,1336043888.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043893.0,1336043898.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043903.0,1336043907.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043912.0,1336043933.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043938.0,1336043947.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043952.0,1336043953.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043958.0,1336043977.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336043992.0,1336044002.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044007.0,1336044008.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044009.0,1336044013.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044014.0,1336044016.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044017.0,1336044019.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044020.0,1336044022.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044028.0,1336044029.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044030.0,1336044032.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044033.0,1336044033.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044036.0,1336044038.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044043.0,1336044058.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044063.0,1336044080.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044090.0,1336044125.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044130.0,1336044135.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044140.0,1336044158.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044163.0,1336044166.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044169.0,1336044169.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044175.0,1336044177.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044178.0,1336044180.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044183.0,1336044183.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044191.0,1336044192.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044193.0,1336044195.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044196.0,1336044201.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044204.0,1336044204.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044214.0,1336044234.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044254.0,1336044254.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044259.0,1336044264.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044269.0,1336044269.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044274.0,1336044274.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044283.0,1336044288.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044293.0,1336044299.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044304.0,1336044313.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044319.0,1336044324.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044325.0,1336044327.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044328.0,1336044329.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044330.0,1336044332.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044333.0,1336044337.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044338.0,1336044340.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044345.0,1336044346.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044348.0,1336044349.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044350.0,1336044353.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044359.0,1336044379.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044384.0,1336044414.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044419.0,1336044424.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044429.0,1336044432.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044437.0,1336044442.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044447.0,1336044449.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044454.0,1336044464.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044469.0,1336044477.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044482.0,1336044484.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044485.0,1336044487.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044493.0,1336044494.0
oak-core1,TenGigE0/4/0/3,tri-isp1,GigabitEthernet2/0/0,1336044495.0,1336044497.0
